"RowID"	"CASRN"	"DTXSID"	"Name"	"Structure_Source"	"SMILES_Original"	"Canonical_QSARr"	"Salt_Solvent"	"InChI_Code_QSARr"	"InChI Key_QSARr"	"LD50_mgkg"	"EPA_category"	"GHS_category"	"very_toxic"	"nontoxic"
"1696"	"89427-30-5"	"DTXSID10237688"	"Benzimidazole, 5-methoxy-4,6,7-trifluoro-2-(trifluoromethyl)-"	"EPA_DSSTox"	"COC1=C(F)C2=C(NC(=N2)C(F)(F)F)C(F)=C1F"	"COC1C(F)=C(F)C2NC(=NC=2C=1F)C(F)(F)F"	"?"	"InChI=1S/C9H4F6N2O/c1-18-7-3(11)2(10)5-6(4(7)12)17-8(16-5)9(13,14)15/h1H3,(H,16,17)"	"FNWIOHZZRITDOF-UHFFFAOYSA-N"	"2.894"	"1"	"1"	"TRUE"	"FALSE"
"1697"	"1085-34-3"			"Public_CrossChecked"	"CCCOP(C)(=S)Oc1ccc(cc1)[N+]([O-])=O"	"CCCOP(C)(=S)OC1=CC=C(C=C1)[N+]([O-])=O"	"?"	"InChI=1S/C10H14NO4PS/c1-3-8-14-16(2,17)15-10-6-4-9(5-7-10)11(12)13/h4-7H,3,8H2,1-2H3"	"CUONSTMEQBVTLL-UHFFFAOYSA-N"	"3.0"	"1"	"1"	"TRUE"	"FALSE"
"1698"	"3734-97-2"	"DTXSID9041601"	"Amiton oxalate"	"EPA_DSSTox"	"OC(=O)C(O)=O.CCOP(=O)(OCC)SCCN(CC)CC"	"CCN(CCSP(=O)(OCC)OCC)CC"	"C(C(=O)O)(=O)O"	"InChI=1S/C10H24NO3PS/c1-5-11(6-2)9-10-16-15(12,13-7-3)14-8-4/h5-10H2,1-4H3"	"PJISLFCKHOHLLP-UHFFFAOYSA-N"	"3.0"	"1"	"1"	"TRUE"	"FALSE"
"1699"	"6552-19-8"			"Public_CrossChecked"	"COP(C)(=S)Oc1ccc(c(C)c1)S(C)=O"	"CC1C=C(C=CC=1S(C)=O)OP(C)(=S)OC"	"?"	"InChI=1S/C10H15O3PS2/c1-8-7-9(13-14(3,15)12-2)5-6-10(8)16(4)11/h5-7H,1-4H3"	"DHPHGWYFHFFKAH-UHFFFAOYSA-N"	"3.0"	"1"	"1"	"TRUE"	"FALSE"
"1700"	"2984-64-7"			"Public_CrossChecked"	"CCOP(=S)(CC)Sc1ccc(Cl)cc1"	"CCP(=S)(OCC)SC1C=CC(Cl)=CC=1"	"?"	"InChI=1S/C10H14ClOPS2/c1-3-12-13(14,4-2)15-10-7-5-9(11)6-8-10/h5-8H,3-4H2,1-2H3"	"ABDPTAUFTLYLPR-UHFFFAOYSA-N"	"3.23"	"1"	"1"	"TRUE"	"FALSE"
"1701"	"58259-60-2"			"Public_CrossChecked"	"COP(C)(=O)SC"	"COP(C)(=O)SC"	"?"	"InChI=1S/C3H9O2PS/c1-5-6(2,4)7-3/h1-3H3"	"XXJOBAQYIIOHIP-UHFFFAOYSA-N"	"3.3"	"1"	"1"	"TRUE"	"FALSE"
"1702"	"90220-18-1"			"Public_CrossChecked"	"CCCCOP(=O)(CC)SC"	"CCCCOP(=O)(CC)SC"	"?"	"InChI=1S/C7H17O2PS/c1-4-6-7-9-10(8,5-2)11-3/h4-7H2,1-3H3"	"FZJVVHXAMDUDCB-UHFFFAOYSA-N"	"3.4"	"1"	"1"	"TRUE"	"FALSE"
"1703"	"89427-34-9"	"DTXSID00237692"	"Benzimidazole, 6,7-dibromo-4,5-dichloro-2-(trifluoromethyl)-"	"EPA_DSSTox"	"FC(F)(F)C1=NC2=C(N1)C(Br)=C(Br)C(Cl)=C2Cl"	"FC(F)(F)C1NC2=C(N=1)C(Cl)=C(Cl)C(Br)=C2Br"	"?"	"InChI=1S/C8HBr2Cl2F3N2/c9-1-2(10)5-6(4(12)3(1)11)17-7(16-5)8(13,14)15/h(H,16,17)"	"DOLFLKHOXRDYEZ-UHFFFAOYSA-N"	"3.434"	"1"	"1"	"TRUE"	"FALSE"
"1704"	"51356-05-9"	"DTXSID50199352"	"Phosphorodithioic acid, O,O-dimethyl ester, S-ester with 2-(mercaptomethyl)-3(2H)-pyridazinone"	"EPA_DSSTox"	"COP(=S)(OC)SCN1N=CC=CC1=O"	"COP(=S)(OC)SCN1N=CC=CC1=O"	"?"	"InChI=1S/C7H11N2O3PS2/c1-11-13(14,12-2)15-6-9-7(10)4-3-5-8-9/h3-5H,6H2,1-2H3"	"RLGBRCXTWVJQHJ-UHFFFAOYSA-N"	"3.5"	"1"	"1"	"TRUE"	"FALSE"
"1705"	"66-75-1"	"DTXSID8026270"	"Uracil mustard"	"EPA_DSSTox"	"ClCCN(CCCl)C1=CNC(=O)NC1=O"	"O=C1NC=C(C(=O)N1)N(CCCl)CCCl"	"?"	"InChI=1S/C8H11Cl2N3O2/c9-1-3-13(4-2-10)6-5-11-8(15)12-7(6)14/h5H,1-4H2,(H2,11,12,14,15)"	"IDPUKCWIGUEADI-UHFFFAOYSA-N"	"3.55"	"1"	"1"	"TRUE"	"FALSE"
"1706"	"77-81-6"	"DTXSID80861631"	"Tabun"	"EPA_DSSTox"	"CCOP(=O)(C#N)N(C)C"	"CCOP(=O)(C#N)N(C)C"	"?"	"InChI=1S/C5H11N2O2P/c1-4-9-10(8,5-6)7(2)3/h4H2,1-3H3"	"PJVJTCIRVMBVIA-UHFFFAOYSA-N"	"3.7"	"1"	"1"	"TRUE"	"FALSE"
"1707"	"90220-17-0"			"Public_CrossChecked"	"CCCOP(=O)(CC)SC"	"CCP(=O)(OCCC)SC"	"?"	"InChI=1S/C6H15O2PS/c1-4-6-8-9(7,5-2)10-3/h4-6H2,1-3H3"	"DNXGLDFHWXLWFN-UHFFFAOYSA-N"	"3.9"	"1"	"1"	"TRUE"	"FALSE"
"1708"	"23255-69-8"	"DTXSID1020649"	"Fusarenon-X"	"EPA_DSSTox"	"CC(=O)O[C@@H]1[C@@H](O)C2OC3C=C(C)C(=O)C(O)[C@@]3(CO)[C@]1(C)[C@]21CO1"	"CC12C(OC(C)=O)C(O)C(OC3C=C(C)C(=O)C(O)C13CO)C12CO1"	"?"	"InChI=1S/C17H22O8/c1-7-4-9-16(5-18,12(22)10(7)20)15(3)13(24-8(2)19)11(21)14(25-9)17(15)6-23-17/h4,9,11-14,18,21-22H,5-6H2,1-3H3"	"XGCUCFKWVIWWNW-UHFFFAOYSA-N"	"4.0"	"1"	"1"	"TRUE"	"FALSE"
"1709"	"3270-86-8"	"DTXSID80186371"	"Phosphorothioic acid, O,O-diethyl S-(p-nitrophenyl) ester"	"EPA_DSSTox"	"CCOP(=O)(OCC)SC1=CC=C(C=C1)[N+]([O-])=O"	"CCOP(=O)(OCC)SC1C=CC(=CC=1)[N+]([O-])=O"	"?"	"InChI=1S/C10H14NO5PS/c1-3-15-17(14,16-4-2)18-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3"	"DSVCXDBXXBVSEB-UHFFFAOYSA-N"	"4.41"	"1"	"1"	"TRUE"	"FALSE"
"1710"	"57-47-6"	"DTXSID3023471"	"Physostigmine"	"EPA_DSSTox"	"CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C"	"CN1CCC2(C)C1N(C)C1C=CC(=CC2=1)OC(=O)NC"	"?"	"InChI=1S/C15H21N3O2/c1-15-7-8-17(3)13(15)18(4)12-6-5-10(9-11(12)15)20-14(19)16-2/h5-6,9,13H,7-8H2,1-4H3,(H,16,19)"	"PIJVFDBKTWXHHD-UHFFFAOYSA-N"	"4.5"	"1"	"1"	"TRUE"	"FALSE"
"1711"	"2511-12-8"			"Public_CrossChecked"	"CCOP(=O)(CC)SC"	"CSP(=O)(CC)OCC"	"?"	"InChI=1S/C5H13O2PS/c1-4-7-8(6,5-2)9-3/h4-5H2,1-3H3"	"VGMFDXWIGFLSBM-UHFFFAOYSA-N"	"4.6"	"1"	"1"	"TRUE"	"FALSE"
"1712"	"89427-08-7"	"DTXSID80237670"	"Benzimidazole-4-carbonitrile, 6-chloro-2-(trifluoromethyl)-"	"EPA_DSSTox"	"FC(F)(F)C1=NC2=C(C=C(Cl)C=C2N1)C#N"	"N#CC1C=C(Cl)C=C2NC(=NC=12)C(F)(F)F"	"?"	"InChI=1S/C9H3ClF3N3/c10-5-1-4(3-14)7-6(2-5)15-8(16-7)9(11,12)13/h1-2H,(H,15,16)"	"DUUONMUYQRZUOH-UHFFFAOYSA-N"	"4.788"	"1"	"1"	"TRUE"	"FALSE"
"1713"	"10311-84-9"	"DTXSID0037522"	"Dialifor"	"EPA_DSSTox"	"CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O"	"CCOP(=S)(OCC)SC(CCl)N1C(=O)C2C=CC=CC=2C1=O"	"?"	"InChI=1S/C14H17ClNO4PS2/c1-3-19-21(22,20-4-2)23-12(9-15)16-13(17)10-7-5-6-8-11(10)14(16)18/h5-8,12H,3-4,9H2,1-2H3"	"MUMQYXACQUZOFP-UHFFFAOYSA-N"	"5.0"	"1"	"2"	"TRUE"	"FALSE"
"1714"	"20362-98-5"	"DTXSID90174289"	"Phosphoric acid, 3-chloro-4-nitrophenyl diethyl ester"	"EPA_DSSTox"	"CCOP(=O)(OCC)OC1=CC(Cl)=C(C=C1)[N+]([O-])=O"	"CCOP(=O)(OC1C=C(Cl)C(=CC=1)[N+]([O-])=O)OCC"	"?"	"InChI=1S/C10H13ClNO6P/c1-3-16-19(15,17-4-2)18-8-5-6-10(12(13)14)9(11)7-8/h5-7H,3-4H2,1-2H3"	"KYXXDAVAUNRJME-UHFFFAOYSA-N"	"5.0"	"1"	"2"	"TRUE"	"FALSE"
"1715"	"3568-51-2"			"Public_CrossChecked"	"CCOP(=O)(OCCCl)OC=C(Cl)Cl"	"CCOP(=O)(OCCCl)OC=C(Cl)Cl"	"?"	"InChI=1S/C6H10Cl3O4P/c1-2-11-14(10,12-4-3-7)13-5-6(8)9/h5H,2-4H2,1H3"	"MXFVWCLDTWOWKM-UHFFFAOYSA-N"	"5.0"	"1"	"2"	"TRUE"	"FALSE"
"1716"	"41219-25-4"			"Public_CrossChecked"	"COP(=S)(OC)SC1CCSc2ccccc12"	"COP(=S)(OC)SC1CCSC2=CC=CC=C21"	"?"	"InChI=1S/C11H15O2PS3/c1-12-14(15,13-2)17-11-7-8-16-10-6-4-3-5-9(10)11/h3-6,11H,7-8H2,1-2H3"	"MZRQXRJEBTWYFB-UHFFFAOYSA-N"	"5.0"	"1"	"2"	"TRUE"	"FALSE"
"1717"	"55-91-4"	"DTXSID1040667"	"Diisopropyl fluorophosphate"	"EPA_DSSTox"	"CC(C)OP(F)(=O)OC(C)C"	"CC(C)OP(=O)(F)OC(C)C"	"?"	"InChI=1S/C6H14FO3P/c1-5(2)9-11(7,8)10-6(3)4/h5-6H,1-4H3"	"MUCZHBLJLSDCSD-UHFFFAOYSA-N"	"5.0"	"1"	"2"	"TRUE"	"FALSE"
"1718"	"762-49-2"	"DTXSID6073233"	"Ethane, 1-bromo-2-fluoro-"	"EPA_DSSTox"	"FCCBr"	"FCCBr"	"?"	"InChI=1S/C2H4BrF/c3-1-2-4/h1-2H2"	"JTLAIKFGRHDNQM-UHFFFAOYSA-N"	"5.0"	"1"	"2"	"TRUE"	"FALSE"
"1719"	"59379-68-9"			"Public_CrossChecked"	"CNC(=O)ON=C1CSC(C)CS1"	"CC1CSC(CS1)=NOC(=O)NC"	"?"	"InChI=1S/C7H12N2O2S2/c1-5-3-13-6(4-12-5)9-11-7(10)8-2/h5H,3-4H2,1-2H3,(H,8,10)"	"UDVRVYITEYEGRJ-UHFFFAOYSA-N"	"5.1"	"1"	"2"	"TRUE"	"FALSE"
"1720"	"85828-81-5"	"DTXSID50235108"	"Benzeneacetic acid, 3,5-diiodo-4-(4-hydroxy-3-(1-methylethyl)phenoxy)-"	"EPA_DSSTox"	"CC(C)C1=C(O)C=CC(OC2=C(I)C=C(CC(O)=O)C=C2I)=C1"	"CC(C)C1=CC(=CC=C1O)OC1C(I)=CC(CC(O)=O)=CC=1I"	"?"	"InChI=1S/C17H16I2O4/c1-9(2)12-8-11(3-4-15(12)20)23-17-13(18)5-10(6-14(17)19)7-16(21)22/h3-6,8-9,20H,7H2,1-2H3,(H,21,22)"	"KSZBMSJSJFZGRF-UHFFFAOYSA-N"	"5.4"	"1"	"2"	"TRUE"	"FALSE"
"1721"	"76858-53-2"	"DTXSID10227665"	"1,3-Dithiolan-2-one, O-((((1,1-dimethylethyl)dithio)methylamino)carbonyl)oxime"	"EPA_DSSTox"	"CN(SSC(C)(C)C)C(=O)ON=C1SCCS1"	"CN(SSC(C)(C)C)C(=O)ON=C1SCCS1"	"?"	"InChI=1S/C9H16N2O2S4/c1-9(2,3)16-17-11(4)8(12)13-10-7-14-5-6-15-7/h5-6H2,1-4H3"	"VJMCDMPLTRMFMA-UHFFFAOYSA-N"	"5.6"	"1"	"2"	"TRUE"	"FALSE"
"1722"	"70374-39-9"	"DTXSID6046133"	"Lornoxicam"	"EPA_DSSTox"	"CN1C(C(=O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O"	"CN1C(C(=O)NC2=CC=CC=N2)C(=O)C2SC(Cl)=CC=2S1(=O)=O"	"?"	"InChI=1S/C13H10ClN3O4S2/c1-17-10(13(19)16-9-4-2-3-5-15-9)11(18)12-7(23(17,20)21)6-8(14)22-12/h2-6,10H,1H3,(H,15,16,19)"	"QOFQTBTZCJVITI-UHFFFAOYSA-N"	"5.73"	"1"	"2"	"TRUE"	"FALSE"
"1723"	"302-27-2"	"DTXSID4046319"	"Aconitine"	"EPA_DSSTox"	"CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@@]3([C@@H]1C[C@@]3(O)[C@H](OC(=O)C5=CC=CC=C5)[C@@H]1[C@]4(OC(C)=O)[C@@H](O)[C@@H]3OC)[C@H](C[C@H]2O)OC"	"CC(=O)OC12C3C(OC(=O)C4C=CC=CC=4)C(O)(CC3C34C5C(OC)C1C3N(CC5(COC)C(O)CC4OC)CC)C(OC)C2O"	"?"	"InChI=1S/C34H47NO11/c1-7-35-15-31(16-41-3)20(37)13-21(42-4)33-19-14-32(40)28(45-30(39)18-11-9-8-10-12-18)22(19)34(46-17(2)36,27(38)29(32)44-6)23(26(33)35)24(43-5)25(31)33/h8-12,19-29,37-38,40H,7,13-16H2,1-6H3"	"XFSBVAOIAHNAPC-UHFFFAOYSA-N"	"5.97"	"1"	"2"	"TRUE"	"FALSE"
"1724"	"2511-10-6"	"DTXSID40870981"	"Phosphonothioic acid, P-methyl-, O,S-diethyl ester"	"EPA_DSSTox"	"CCOP(C)(=O)SCC"	"CP(=O)(OCC)SCC"	"?"	"InChI=1S/C5H13O2PS/c1-4-7-8(3,6)9-5-2/h4-5H2,1-3H3"	"AIMOGGQLCCAPQJ-UHFFFAOYSA-N"	"6.0"	"1"	"2"	"TRUE"	"FALSE"
"1725"	"63907-08-4"			"Public_CrossChecked"	"Cl.OC(C1=CC2C3C(C1C2=C(c1ccccc1)c1ccccn1)C(=O)NC3=O)(c1ccccc1)c1ccccn1"	"OC(C1=CC2C3C(C1C2=C(C1C=CC=CN=1)C1C=CC=CC=1)C(=O)NC3=O)(C1C=CC=CN=1)C1C=CC=CC=1"	"Cl"	"InChI=1S/C33H25N3O3/c37-31-28-22-19-23(33(39,21-13-5-2-6-14-21)25-16-8-10-18-35-25)29(30(28)32(38)36-31)27(22)26(20-11-3-1-4-12-20)24-15-7-9-17-34-24/h1-19,22,28-30,39H,(H,36,37,38)"	"DNTHHIVFNQZZRD-UHFFFAOYSA-N"	"6.0"	"1"	"2"	"TRUE"	"FALSE"
"1726"	"71108-04-8"			"Public_CrossChecked"	"CCN=C1SC(=NOC(=O)NC)C(C)(C)S1"	"CCN=C1SC(C)(C)C(=NOC(=O)NC)S1"	"?"	"InChI=1S/C9H15N3O2S2/c1-5-11-8-15-6(9(2,3)16-8)12-14-7(13)10-4/h5H2,1-4H3,(H,10,13)"	"ICEKSQYUFFHBHE-UHFFFAOYSA-N"	"6.3"	"1"	"2"	"TRUE"	"FALSE"
"1727"	"89457-10-3"	"DTXSID70237725"	"Benzimidazole, 6-bromo-4-chloro-2-(trifluoromethyl)-"	"EPA_DSSTox"	"FC(F)(F)C1=NC2=C(N1)C=C(Br)C=C2Cl"	"FC(F)(F)C1NC2=CC(Br)=CC(Cl)=C2N=1"	"?"	"InChI=1S/C8H3BrClF3N2/c9-3-1-4(10)6-5(2-3)14-7(15-6)8(11,12)13/h1-2H,(H,14,15)"	"GQUMVBCXDLOULU-UHFFFAOYSA-N"	"6.402"	"1"	"2"	"TRUE"	"FALSE"
"1728"	"4104-02-3"	"DTXSID80194012"	"Phosphorodithioic acid, O-methyl S,S-dipropyl ester"	"EPA_DSSTox"	"CCCSP(=O)(OC)SCCC"	"COP(=O)(SCCC)SCCC"	"?"	"InChI=1S/C7H17O2PS2/c1-4-6-11-10(8,9-3)12-7-5-2/h4-7H2,1-3H3"	"FAGCJRZVMYZXSR-UHFFFAOYSA-N"	"6.8"	"1"	"2"	"TRUE"	"FALSE"
"1729"	"2642-71-9"	"DTXSID5037498"	"Azinphos-ethyl"	"EPA_DSSTox"	"CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O"	"CCOP(=S)(OCC)SCN1N=NC2C=CC=CC=2C1=O"	"?"	"InChI=1S/C12H16N3O3PS2/c1-3-17-19(20,18-4-2)21-9-15-12(16)10-7-5-6-8-11(10)13-14-15/h5-8H,3-4,9H2,1-2H3"	"RQVGAIADHNPSME-UHFFFAOYSA-N"	"7.0"	"1"	"2"	"TRUE"	"FALSE"
"1730"	"404-40-0"	"DTXSID40193400"	"p-Acetotoluidide, 2-fluoro-"	"EPA_DSSTox"	"CC1=CC=C(NC(=O)CF)C=C1"	"CC1=CC=C(C=C1)NC(=O)CF"	"?"	"InChI=1S/C9H10FNO/c1-7-2-4-8(5-3-7)11-9(12)6-10/h2-5H,6H2,1H3,(H,11,12)"	"CXRLWHTUHOEMLE-UHFFFAOYSA-N"	"7.0"	"1"	"2"	"TRUE"	"FALSE"
"1731"	"24017-20-7"			"Public_CrossChecked"	"CCP(=S)(OC)SCN1C(=O)c2ccccc2C1=O"	"CCP(=S)(OC)SCN1C(=O)C2C=CC=CC=2C1=O"	"?"	"InChI=1S/C12H14NO3PS2/c1-3-17(18,16-2)19-8-13-11(14)9-6-4-5-7-10(9)12(13)15/h4-7H,3,8H2,1-2H3"	"YBKYDCKBUSWFIS-UHFFFAOYSA-N"	"7.1"	"1"	"2"	"TRUE"	"FALSE"
"1732"	"50-76-0"	"DTXSID9020031"	"Actinomycin D"	"EPA_DSSTox"	"[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C"	"CC1C=CC(=C2N=C3C(=C(N)C(=O)C(C)=C3OC=12)C(=O)NC1C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(NC1=O)C(C)C)C(=O)NC1C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(NC1=O)C(C)C"	"?"	"InChI=1S/C62H86N12O16/c1-27(2)42-59(84)73-23-17-19-36(73)57(82)69(13)25-38(75)71(15)48(29(5)6)61(86)88-33(11)44(55(80)65-42)67-53(78)35-22-21-31(9)51-46(35)64-47-40(41(63)50(77)32(10)52(47)90-51)54(79)68-45-34(12)89-62(87)49(30(7)8)72(16)39(76)26-70(14)58(83)37-20-18-24-74(37)60(85)43(28(3)4)66-56(45)81/h21-22,27-30,33-34,36-37,42-45,48-49H,17-20,23-26,63H2,1-16H3,(H,65,80)(H,66,81)(H,67,78)(H,68,79)"	"RJURFGZVJUQBHK-UHFFFAOYSA-N"	"7.2"	"1"	"2"	"TRUE"	"FALSE"
"1733"	"100242-41-9"			"Public_CrossChecked"	"CO[C@H]1CC[C@H](O[C@@H]2C[C@]3(C[C@H](O)[C@@H](C)[C@H](O3)[C@@H](C)C=C(C)C(=O)[C@H](C)C[C@H](C)C(O)=O)O[C@]2(C)[C@H]2CC[C@@H](C)C3(O[C@H](C[C@@H]3C)[C@@H]3O[C@](O)(CO)[C@@H](C)C[C@H]3C)O2)O[C@@H]1C"	"CC1(OC2(CC1OC1CCC(OC)C(C)O1)CC(O)C(C)C(O2)C(C)C=C(C)C(=O)C(C)CC(C)C(O)=O)C1CCC(C)C2(O1)OC(CC2C)C1OC(O)(CO)C(C)CC1C"	"?"	"InChI=1S/C47H78O14/c1-24(40(50)25(2)18-28(5)43(51)52)17-26(3)41-32(9)34(49)21-45(59-41)22-38(56-39-16-14-35(54-12)33(10)55-39)44(11,61-45)37-15-13-29(6)47(58-37)31(8)20-36(57-47)42-27(4)19-30(7)46(53,23-48)60-42/h17,25-39,41-42,48-49,53H,13-16,18-23H2,1-12H3,(H,51,52)"	"IXZQKHXEQYZXTP-UHFFFAOYSA-N"	"7.5"	"1"	"2"	"TRUE"	"FALSE"
"1734"	"123252-98-2"	"DTXSID50153914"	"Butanedioic acid, 6-chloro-2-methyl-3-((2-pyridinylamino)carbonyl)-2H-thieno(2,3-e)-1,2-thiazin-4-yl methyl ester, S,S-dioxide"	"EPA_DSSTox"	"COC(=O)CCC(=O)OC1=C(N(C)S(=O)(=O)C2=C1SC(Cl)=C2)C(=O)NC1=CC=CC=N1"	"COC(=O)CCC(=O)OC1C2SC(Cl)=CC=2S(=O)(=O)N(C)C=1C(=O)NC1C=CC=CN=1"	"?"	"InChI=1S/C18H16ClN3O7S2/c1-22-15(18(25)21-12-5-3-4-8-20-12)16(29-14(24)7-6-13(23)28-2)17-10(31(22,26)27)9-11(19)30-17/h3-5,8-9H,6-7H2,1-2H3,(H,20,21,25)"	"LNHOLXKFXQSWDT-UHFFFAOYSA-N"	"7.51"	"1"	"2"	"TRUE"	"FALSE"
"1735"	"139087-70-0"	"DTXSID40160899"	"Dicyclopropyloketoxime diethylphosphoric acid ester"	"EPA_DSSTox"	"CCOP(=O)(OCC)ON=C(C1CC1)C1CC1"	"CCOP(=O)(ON=C(C1CC1)C1CC1)OCC"	"?"	"InChI=1S/C11H20NO4P/c1-3-14-17(13,15-4-2)16-12-11(9-5-6-9)10-7-8-10/h9-10H,3-8H2,1-2H3"	"NHURCWNOSBBLTG-UHFFFAOYSA-N"	"7.85"	"1"	"2"	"TRUE"	"FALSE"
"1736"	"106231-34-9"			"Public_CrossChecked"	"CCC1OC(C)C(S1)=NOC(=O)NC"	"CC1OC(CC)SC1=NOC(=O)NC"	"?"	"InChI=1S/C8H14N2O3S/c1-4-6-12-5(2)7(14-6)10-13-8(11)9-3/h5-6H,4H2,1-3H3,(H,9,11)"	"WNZYUVSDESQQME-UHFFFAOYSA-N"	"8.0"	"1"	"2"	"TRUE"	"FALSE"
"1737"	"89427-18-9"	"DTXSID30237680"	"Benzimidazole, 4,6-dichloro-5-methoxy-2-(trifluoromethyl)-"	"EPA_DSSTox"	"COC1=C(Cl)C=C2NC(=NC2=C1Cl)C(F)(F)F"	"COC1C(Cl)=CC2NC(=NC=2C=1Cl)C(F)(F)F"	"?"	"InChI=1S/C9H5Cl2F3N2O/c1-17-7-3(10)2-4-6(5(7)11)16-8(15-4)9(12,13)14/h2H,1H3,(H,15,16)"	"YOGWZFUBEGNQLT-UHFFFAOYSA-N"	"8.033"	"1"	"2"	"TRUE"	"FALSE"
"1738"	"14689-60-2"	"DTXSID90163537"	"Benzimidazole, 6-chloro-4,5,7-tribromo-2-(trifluoromethyl)-"	"EPA_DSSTox"	"FC(F)(F)C1=NC2=C(N1)C(Br)=C(Cl)C(Br)=C2Br"	"FC(F)(F)C1NC2C(N=1)=C(Br)C(Br)=C(Cl)C=2Br"	"?"	"InChI=1S/C8HBr3ClF3N2/c9-1-2(10)5-6(3(11)4(1)12)17-7(16-5)8(13,14)15/h(H,16,17)"	"CHZJVQDAPMZVIA-UHFFFAOYSA-N"	"8.321"	"1"	"2"	"TRUE"	"FALSE"
"1739"	"3772-51-8"			"Public_CrossChecked"	"CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC"	"CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC"	"?"	"InChI=1S/C10H24O4P2S5/c1-5-11-15(17,12-6-2)20-9-19-10-21-16(18,13-7-3)14-8-4/h5-10H2,1-4H3"	"XAPFNRDTCIXDLS-UHFFFAOYSA-N"	"8.5"	"1"	"2"	"TRUE"	"FALSE"
"1740"	"129-06-6"	"DTXSID7035010"	"Sodium warfarin"	"EPA_DSSTox"	"[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O"	"CC(=O)CC(C1=C(O)C2=CC=CC=C2OC1=O)C1C=CC=CC=1"	"[Na+]"	"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3"	"PJVWKTKQMONHTI-UHFFFAOYSA-N"	"8.7"	"1"	"2"	"TRUE"	"FALSE"
"1741"	"947-02-4"	"DTXSID1042285"	"Phosfolan"	"EPA_DSSTox"	"CCOP(=O)(OCC)N=C1SCCS1"	"CCOP(=O)(N=C1SCCS1)OCC"	"?"	"InChI=1S/C7H14NO3PS2/c1-3-10-12(9,11-4-2)8-7-13-5-6-14-7/h3-6H2,1-2H3"	"ILBONRFSLATCRE-UHFFFAOYSA-N"	"8.9"	"1"	"2"	"TRUE"	"FALSE"
"1742"	"4799-59-1"	"DTXSID80876982"	"O,O-DIET-O-(3-ME-4-SMEPH)P=O"	"EPA_DSSTox"	"CCOP(=O)(OCC)OC1=CC=C(SC)C(C)=C1"	"CC1=CC(=CC=C1SC)OP(=O)(OCC)OCC"	"?"	"InChI=1S/C12H19O4PS/c1-5-14-17(13,15-6-2)16-11-7-8-12(18-4)10(3)9-11/h7-9H,5-6H2,1-4H3"	"UAOUVRJFXPPTHR-UHFFFAOYSA-N"	"9.0"	"1"	"2"	"TRUE"	"FALSE"
"1743"	"2343-36-4"	"DTXSID00177983"	"Faniline"	"EPA_DSSTox"	"FCC(=O)NNC1=CC=CC=C1"	"O=C(CF)NNC1C=CC=CC=1"	"?"	"InChI=1S/C8H9FN2O/c9-6-8(12)11-10-7-4-2-1-3-5-7/h1-5,10H,6H2,(H,11,12)"	"SNFXTZXIXWPTLF-UHFFFAOYSA-N"	"9.1"	"1"	"2"	"TRUE"	"FALSE"
"1744"	"76936-70-4"	"DTXSID10227721"	"Phosphorothioic acid, O,O-dimethyl S-propyl ester"	"EPA_DSSTox"	"CCCSP(=O)(OC)OC"	"CCCSP(=O)(OC)OC"	"?"	"InChI=1S/C5H13O3PS/c1-4-5-10-9(6,7-2)8-3/h4-5H2,1-3H3"	"CSKHPKBIXZSVJO-UHFFFAOYSA-N"	"9.4"	"1"	"2"	"TRUE"	"FALSE"
