id,smiles,epa,0_x,1_x,2_x,3_x,mlp prediction,0_y,1_y,2_y,3_y,rnn prediction,0,1,2,3,cnn prediction
molid1076,CC(=O)C=Cc1ccccc1,2.0,0.07315544,0.28633866,0.37857515,0.2619308,2,0.00543733,0.217151,0.5314979999999999,0.245914,2,0.183488,0.341037,0.33379699999999995,0.141678,1.0
molid1078,c1ccc(OCC2CO2)cc1,2.0,0.09339325,0.42187673,0.35484433,0.12988566,1,0.016981599999999996,0.208747,0.466139,0.308132,2,0.126635,0.331435,0.37951999999999997,0.16241,2.0
molid1079,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,2.0,0.0014879129999999998,0.015567367,0.13570629999999997,0.84723836,3,0.00338252,0.03356459999999999,0.25992600000000005,0.7031270000000001,3,0.016269299999999997,0.056118600000000005,0.227267,0.700345,3.0
molid1081,O=C(C=Cc1ccccc1)OCCCc1ccccc1,3.0,0.022183714,0.13611662,0.34825766,0.49344203,3,0.0131143,0.118974,0.504071,0.36384099999999997,2,0.0573078,0.359282,0.433022,0.15038800000000002,2.0
molid1100,COc1cc(NC(=O)C(N=Nc2cc(OC)c(S(=O)(=O)Nc3ccccc3)cc2OC)C(C)=O)c(OC)cc1Cl,3.0,6.34e-05,0.00623538,0.122037515,0.8716636999999999,3,0.0039933,0.0372918,0.24248499999999998,0.71623,3,0.07670360000000001,0.09432639999999999,0.228516,0.600454,3.0
molid1105,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)ccc(O)c21,3.0,0.014178535,0.07502919999999999,0.27015862,0.64063364,3,0.01116,0.128886,0.37382,0.486134,3,0.179175,0.340883,0.290377,0.189565,1.0
molid1117,NCCCN1CCOCC1,2.0,0.049615107,0.28439617,0.4020666,0.26392218,2,0.10868,0.49033000000000004,0.371151,0.029839499999999998,1,0.11093499999999999,0.20590999999999998,0.330938,0.352216,3.0
molid1134,O=C1CCC(=O)N1,3.0,0.38587859999999996,0.29224959999999994,0.20209523,0.11977651,0,0.035806599999999994,0.320675,0.405105,0.238414,2,0.15217999999999998,0.330681,0.35806,0.15908,2.0
molid1136,CC1OC(C)OC(C)O1,2.0,0.021447483,0.097017705,0.28905759999999997,0.5924772,3,0.494201,0.18861,0.18140799999999999,0.13578099999999999,0,0.119451,0.215777,0.331164,0.333608,3.0
molid1138,O=C1CCCCCC=CCCCCCCCCO1,1.0,0.004665933,0.04309504,0.22627515,0.7259639,3,0.0793587,0.114428,0.243758,0.562454,3,0.0654688,0.136512,0.309496,0.48852299999999993,3.0
molid1175,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(O)cc2S1(=O)=O,1.0,0.048190594,0.10435662400000001,0.26123753,0.58621526,3,0.261164,0.42167200000000005,0.280331,0.036832800000000006,1,0.0638374,0.103056,0.28202699999999997,0.55108,3.0
molid1178,CN1c2c(oc(=NC3CCCCC3)n(C3CCCCC3)c2=O)-c2sc(Cl)cc2S1(=O)=O,0.0,0.018938554,0.06306256,0.22906731,0.6889314999999999,3,0.00669925,0.204644,0.382179,0.406477,3,0.0534034,0.07936080000000001,0.259919,0.607317,3.0
molid1190,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,2.0,0.20539686,0.3854081,0.27994496,0.12924998,1,0.0869634,0.453664,0.390513,0.0688595,1,0.165681,0.352871,0.311311,0.17013699999999998,1.0
molid1199,CCCCCCCCCCCCCC=O,3.0,0.000508156,0.029359065,0.24863745,0.72149533,3,0.0015281,0.04872580000000001,0.252583,0.697163,3,0.0610145,0.189402,0.334146,0.41543800000000003,3.0
molid1205,CCOC(=O)c1ccc(NC(=O)CC)cc1NC(=O)c1ccc(C(=O)O)cc1,3.0,0.00233718,0.04781705,0.2709729,0.6788729,3,0.00730011,0.0731063,0.3388,0.5807939999999999,3,0.198257,0.313834,0.28267800000000004,0.205231,1.0
molid1217,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,2.0,0.15166833,0.5540089,0.25116605,0.04315676,1,0.0487835,0.510646,0.391691,0.0488793,1,0.0991548,0.293225,0.364869,0.24275100000000002,2.0
molid1221,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,2.0,0.20229426,0.42896816,0.2736418,0.09509577599999999,1,0.054820900000000006,0.46135699999999996,0.424854,0.0589682,1,0.16056800000000002,0.298216,0.34778400000000004,0.193431,2.0
molid1224,CCCCNC(=O)c1cnc2cccc(C)n2c1=O,1.0,0.08411,0.30160597,0.37132463,0.24295938,2,0.0152614,0.27420500000000003,0.556543,0.15399100000000002,2,0.19706700000000002,0.35325100000000004,0.304423,0.145258,1.0
molid1234,Cc1cccc2ncc(C(=O)Nc3ccc(Cl)cc3)c(=O)n12,1.0,0.050829172,0.20713079,0.36387070000000005,0.37816936,3,0.0107212,0.07193580000000001,0.345358,0.5719850000000001,3,0.09481039999999999,0.29770100000000005,0.342925,0.26456399999999997,2.0
molid1254,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,3.0,0.01442973,0.028634992999999997,0.14239255,0.8145427,3,0.294597,0.0738548,0.189244,0.442304,3,0.301002,0.185191,0.22560700000000003,0.2882,0.0
molid1255,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,3.0,0.003447719,0.014679368,0.11495933,0.8669136000000001,3,0.272783,0.066023,0.168468,0.492725,3,0.320128,0.174103,0.22499499999999997,0.28077399999999997,0.0
molid1267,CCOP(=O)(OCC)SCCSCC,0.0,0.8978925999999999,0.08254445,0.015610111000000001,0.003952911,0,0.8536729999999999,0.124208,0.0181046,0.00401435,0,0.696092,0.236326,0.0462901,0.021291,0.0
molid1272,C=CC(=C)Cl,1.0,0.18879667,0.42620996,0.28377104,0.10122235,1,0.012803100000000001,0.327392,0.439083,0.22072199999999997,2,0.298394,0.385723,0.22480300000000003,0.0910798,1.0
molid1296,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.0,0.014385978999999998,0.10729461,0.32841447,0.5499049,3,0.00180892,0.114178,0.41747,0.46654399999999996,3,0.024302,0.209722,0.387317,0.378659,2.0
molid1301,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.0,0.07902519,0.34588137,0.37446374,0.20062962,2,0.120255,0.44929399999999997,0.323052,0.10739800000000001,1,0.21595999999999999,0.37208800000000003,0.271689,0.140263,1.0
molid1306,CN1OCCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,2.0,0.17647438,0.30053765,0.30644736,0.21654056,2,0.052805099999999994,0.552396,0.33083,0.0639689,1,0.18978699999999998,0.334417,0.31476,0.16103499999999998,1.0
molid1308,COC1CCC(OC2C(C)C(O)(C(C)C(=O)O)OC(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)C(OC)C6C)O5)O3)C(OC)C4C)C2(C)OC)OC1C,0.0,0.65181726,0.14872862,0.100908525,0.098545544,0,0.370631,0.101476,0.212871,0.31502199999999997,0,0.248712,0.10689000000000001,0.20537399999999997,0.43902299999999994,3.0
molid1318,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,3.0,0.02500204,0.108383335,0.30616215,0.56045246,3,0.00702405,0.08718300000000001,0.282671,0.6231220000000001,3,0.0995623,0.21574000000000002,0.359252,0.325446,2.0
molid1319,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,2.0,0.08772478,0.27321866,0.35976909999999995,0.2792874,2,0.0659279,0.34391900000000003,0.430201,0.159952,2,0.193917,0.338073,0.289939,0.178072,1.0
molid1327,CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2C(N2CCCC2=O)C1O,2.0,0.12609033,0.28084892,0.33428544,0.2587753,2,0.592477,0.151074,0.174593,0.0818564,0,0.111719,0.26521,0.33874099999999996,0.28433,2.0
molid1331,c1cc2ccc3cccc4ccc(c1)c2c34,2.0,0.04781997,0.13600391,0.30477458,0.5114016,3,0.0494205,0.397312,0.417537,0.13573,2,0.18416300000000002,0.365575,0.310046,0.140216,1.0
molid1350,C[N+](C)(N)CCCl,2.0,0.48939243,0.34755826,0.12873073,0.034318592,0,0.679153,0.21603899999999998,0.0890495,0.0157587,0,0.269947,0.407069,0.23899600000000001,0.08398710000000001,1.0
molid1370,CCCCC(CC)(C(=O)OCC)C(=O)OCCN(CC)CC,2.0,0.013484597,0.06922385,0.2552089,0.6620826,3,0.0981237,0.35298,0.366971,0.181925,2,0.0480212,0.10676400000000001,0.29283000000000003,0.552385,3.0
molid1374,C=CCOC(=O)c1ccccc1C(=O)OCC=C,2.0,0.014099542,0.124476746,0.35913259999999997,0.50229114,3,0.0352187,0.15574000000000002,0.389813,0.419229,3,0.175549,0.33921,0.326108,0.159133,1.0
molid1378,Cc1ccccc1N=Nc1c(N)ccc2ccccc12,1.0,0.014108101999999999,0.13250282,0.36727142,0.48611766,3,0.00162236,0.14996400000000001,0.482116,0.366297,2,0.10808499999999999,0.345744,0.362744,0.183427,2.0
molid1410,NC(=O)NCCO,2.0,0.16111091,0.25472152,0.3052897,0.27887788,2,0.011226100000000001,0.182513,0.52513,0.281131,2,0.136076,0.21902800000000003,0.324286,0.32061100000000003,2.0
molid1428,CCCCCN(CCCCC)N=O,2.0,0.059636697,0.28489903,0.38497517,0.27048916,2,0.042727999999999995,0.507963,0.40692399999999995,0.042384500000000006,1,0.0902095,0.18623800000000001,0.33005,0.393502,3.0
molid1455,CC(NCCO)c1ccccc1,2.0,0.2771274,0.39996445,0.23707555,0.08583259,1,0.021313400000000003,0.411336,0.492356,0.07499460000000001,2,0.13397799999999999,0.303518,0.37797,0.184533,2.0
molid1469,CN(C)S(=O)(=O)Cl,2.0,0.63576275,0.22593856,0.09683074,0.041467927,0,0.7861630000000001,0.160109,0.044785900000000003,0.00894252,0,0.590685,0.331773,0.05819730000000001,0.019344,0.0
molid1471,CCc1cnc(C)cn1,2.0,0.08855989,0.44772798,0.35294864,0.11076354,1,0.056370800000000006,0.588862,0.32004099999999996,0.0347263,1,0.11286199999999999,0.354552,0.39514499999999997,0.13744,2.0
molid1504,COc1ccccc1C=O,2.0,0.011100197,0.25119543,0.47832716,0.25937715,2,0.0127925,0.30096300000000004,0.514041,0.172204,2,0.11121700000000001,0.36244699999999996,0.391646,0.134691,2.0
molid1506,Oc1ccc2ccccc2c1,2.0,0.094906695,0.27508995,0.35533452,0.2746688,2,0.014950799999999998,0.34560100000000005,0.5080479999999999,0.1314,2,0.133328,0.351723,0.36863,0.146319,2.0
molid1508,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,2.0,0.014119083999999999,0.05194507,0.21171297,0.7222228,3,0.00484682,0.207116,0.541523,0.24651399999999998,2,0.14316700000000002,0.143071,0.259395,0.454367,3.0
molid1533,CCCCOC(=O)c1ccccc1,2.0,0.03850507,0.20159042,0.37911806,0.38078648,3,0.00292459,0.099286,0.384927,0.512862,3,0.126736,0.33270900000000003,0.371776,0.16877899999999998,2.0
molid1562,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,1.0,0.018008312,0.1755951,0.40575320000000004,0.40064335,2,0.0797584,0.368199,0.399584,0.15245799999999998,2,0.11926199999999999,0.35728699999999997,0.365184,0.15826700000000002,2.0
molid1564,Nc1nc(=O)c2c(CCc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,2.0,0.012282019,0.1392473,0.37446386,0.47400683,3,0.0664049,0.192047,0.35921,0.382338,3,0.0456444,0.305775,0.393351,0.25523,2.0
molid1573,CNC(=O)C(N=Nc1ccc(C)cc1)C(C)=O,2.0,0.058368157999999996,0.31173340000000005,0.3972903,0.23260815,2,0.0267533,0.281082,0.584348,0.10781700000000001,2,0.147545,0.321903,0.351522,0.17903,2.0
molid1576,CNC(=O)C(N=Nc1ccc(Cl)cc1)C(C)=O,2.0,0.10590844599999999,0.3129203,0.3542822,0.22688906,2,0.0265242,0.302651,0.566434,0.10439100000000001,2,0.134777,0.351323,0.362441,0.15145999999999998,2.0
molid1579,CNC(=O)C(N=Nc1ccccc1[N+](=O)[O-])C(C)=O,2.0,0.04372945,0.26105392,0.40032595,0.2948907,2,0.011348200000000001,0.192423,0.533932,0.262297,2,0.14546099999999998,0.336024,0.35135900000000003,0.167156,2.0
molid1582,CNC(=O)C(N=Nc1cc([N+](=O)[O-])ccc1OC)C(C)=O,2.0,0.10576461,0.27516508,0.34573257,0.27333778,2,0.0173946,0.172843,0.479054,0.33070900000000003,2,0.126852,0.326466,0.357894,0.188788,2.0
molid1595,O=C(O)C1=CC(O)C(O)C(O)C1,2.0,0.057792217,0.13702069,0.2979208,0.50726634,3,0.25096199999999996,0.20617600000000003,0.25439,0.288472,3,0.15425899999999998,0.29081999999999997,0.35,0.20492,2.0
molid1601,OCc1cccc(Oc2ccccc2)c1,2.0,0.026075602000000003,0.21392117,0.41394204,0.34606129999999996,2,0.0138084,0.261829,0.5002840000000001,0.22407800000000003,2,0.087257,0.337868,0.389175,0.185701,2.0
molid1645,O=NN1CN(N=O)CN(N=O)C1,1.0,0.25480446,0.5803263000000001,0.14993572,0.014933495,1,0.0962886,0.505023,0.315469,0.0832195,1,0.113134,0.256832,0.351164,0.278869,2.0
molid1650,CCCCCCCCCCCCc1ccc(C)c(C[N+](C)(C)C)c1,1.0,0.021303141,0.26573008,0.43952748,0.2734393,2,0.0616411,0.54827,0.33620500000000003,0.0538835,1,0.09150130000000001,0.258838,0.366717,0.28294400000000003,2.0
molid1656,CC(C)CC(=O)OCCc1ccccc1,3.0,0.05539099,0.23024824,0.37578702,0.33857372,2,0.00321456,0.10318599999999999,0.43002299999999993,0.46357600000000004,3,0.10105900000000001,0.28511,0.386988,0.22684200000000002,2.0
molid1661,CC(C)(C)CC(C)(C)c1ccc(O)cc1,2.0,0.08173872,0.27208677,0.36501536,0.28115907,2,0.184892,0.37393899999999997,0.319704,0.121465,1,0.174123,0.32085199999999997,0.34072800000000003,0.164296,2.0
molid1669,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,2.0,0.08863953,0.4291731,0.35567805,0.1265094,1,0.037338800000000005,0.279192,0.482442,0.201027,2,0.0341125,0.190948,0.377551,0.397389,3.0
molid1695,CCOC(=O)CCCCC(=O)OCC,2.0,0.017964521,0.07445157,0.25725627,0.6503276,3,0.196199,0.0832143,0.23417399999999997,0.486413,3,0.0648438,0.149041,0.317877,0.468238,3.0
molid1698,NCCO,2.0,0.19917282,0.25769958,0.28357859999999996,0.25954902,2,0.00799473,0.352594,0.518755,0.120656,2,0.159626,0.23177399999999998,0.321359,0.28724099999999997,2.0
molid1713,ClC1=C(Cl)C2(Cl)C3CC(Cl)CC3C1(Cl)C2(Cl)Cl,3.0,0.21398564,0.3616583,0.27803979999999995,0.1463162,1,0.0886129,0.18675799999999998,0.226886,0.49774300000000005,3,0.234636,0.354694,0.277574,0.133095,1.0
molid1735,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O,2.0,0.03714293,0.19331592,0.37745517,0.392086,3,0.0375167,0.09278760000000001,0.380912,0.488784,3,0.263963,0.300687,0.27814,0.15721,1.0
molid1739,Cc1ccc(S(=O)(=O)C=CC#N)cc1,2.0,0.09281712,0.35321729999999996,0.36829308,0.18567249,2,0.21883699999999998,0.263905,0.33822199999999997,0.179037,2,0.0728327,0.23271999999999998,0.376828,0.31761999999999996,2.0
molid1742,COc1nc(C(F)(F)F)nc(=NC(O)=NS(=O)(=O)c2ccccc2C(F)(F)F)[nH]1,2.0,0.076396845,0.18473864,0.3184849,0.42037967,3,0.754488,0.170648,0.053625400000000004,0.0212379,0,0.258855,0.122832,0.21553699999999998,0.402775,3.0
molid1748,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,1.0,0.115997545,0.3627242,0.34457052,0.17670774,1,0.0766208,0.501099,0.389815,0.032464799999999995,1,0.144592,0.31613800000000003,0.345413,0.193857,2.0
molid1749,CCOC(=O)C(Cl)=Cc1cc(N2C(=O)C3=C(CCCC3)C2=O)ccc1Cl,2.0,0.076483995,0.16913687,0.31311059999999996,0.44126859999999996,3,0.09181929999999999,0.373181,0.391673,0.143326,2,0.12115699999999999,0.296583,0.349285,0.232975,2.0
molid1770,COc1cc(C(O)C(C)NC(C)COc2ccccc2)ccc1O,2.0,0.07087006,0.22985843,0.35696120000000003,0.34231034,2,0.35735100000000003,0.26610300000000003,0.280827,0.09572,0,0.0882249,0.31822399999999995,0.378339,0.21521300000000002,2.0
molid1776,CC(C)C(O)C(C)(C)CO,2.0,0.031925893999999996,0.11784739,0.30461025,0.54561645,3,0.117658,0.060641999999999995,0.23568899999999998,0.586011,3,0.10619400000000001,0.219072,0.350148,0.324586,2.0
molid1789,CC(CC(=O)OCCN1C(C)(C)CC(OC(=O)CC(C)CC(C)(C)C)CC1(C)C)CC(C)(C)C,2.0,0.020705188,0.07645431,0.2537735,0.6490670000000001,3,0.142078,0.427104,0.321319,0.109499,1,0.158031,0.112142,0.262644,0.467183,3.0
molid1791,Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC2COC2)n1,3.0,0.000666362,0.013667057,0.14543785,0.8402287,3,0.00546243,0.036541500000000005,0.210269,0.747727,3,0.047404699999999994,0.128609,0.304782,0.519205,3.0
molid1799,NC(=O)Cc1c(O)on[n+]1Cc1ccccc1,2.0,0.08251034,0.33619740000000004,0.37617459999999997,0.20511766,2,0.0117456,0.214006,0.49017200000000005,0.284077,2,0.22589,0.326608,0.296094,0.151408,1.0
molid1810,COC(=O)c1cccc(C(=O)OC)c1,2.0,0.01090927,0.1139993,0.359673,0.5154184,3,0.0704509,0.205231,0.362174,0.362144,2,0.236835,0.326922,0.291613,0.14463,1.0
molid1813,CNC(=O)Oc1cccc2ccc(C)nc12,1.0,0.2695955,0.46594220000000003,0.21397746,0.05048483,1,0.392746,0.40386,0.177401,0.025992599999999998,1,0.29342199999999996,0.31249299999999997,0.257911,0.136174,1.0
molid1825,CC(Cl)COP(=O)(OCC(C)Cl)Oc1ccc([N+](=O)[O-])cc1,1.0,0.9076573,0.08092879,0.009941987,0.001471959,0,0.175123,0.321802,0.304496,0.198578,1,0.428277,0.268889,0.182659,0.120174,0.0
molid1831,FC(F)(F)c1nc2c(Cl)c(Br)c(Cl)c(Br)c2[nH]1,0.0,0.9294733000000001,0.05897272,0.009282941999999999,0.002270957,0,0.9942209999999999,0.00316089,0.00113144,0.00148681,0,0.9825309999999999,0.014685,0.00155067,0.00123361,0.0
molid1843,O=C1c2cccc(Br)c2C(=O)C1c1ccccc1,2.0,0.14573495,0.33486614,0.33009318,0.1893058,1,0.0834471,0.09257589999999999,0.21241,0.611567,3,0.0520437,0.26705999999999996,0.367989,0.312908,2.0
molid1844,Oc1ccc2c(c1)CCC2,2.0,0.09789339999999999,0.36158866,0.36114025,0.17937763,1,0.0510917,0.41753999999999997,0.450604,0.0807646,2,0.0960414,0.369989,0.410973,0.12299600000000001,2.0
molid1863,Cc1cc(O)cc(C)c1S(C)(=O)=O,2.0,0.2156493,0.3624469,0.28313845,0.13876535,1,0.030608299999999998,0.0653966,0.282341,0.6216550000000001,3,0.0812911,0.17837999999999998,0.34463299999999997,0.395696,3.0
molid1870,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],2.0,0.2969255,0.3126047,0.24395524,0.1465146,1,0.022305099999999998,0.26166,0.413968,0.30206700000000003,2,0.20744200000000002,0.32871999999999996,0.306397,0.157442,1.0
molid1885,CC(C)C1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,2.0,0.059920043,0.19211058,0.3479927,0.39997673,3,0.0196761,0.156346,0.513441,0.310537,2,0.17899400000000001,0.36686599999999997,0.313833,0.140308,1.0
molid1912,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCCN2CCCCC2)C1c1cccc([N+](=O)[O-])c1,1.0,0.2558471,0.31671882,0.2630352,0.16439894,1,0.159476,0.28427600000000003,0.358139,0.19810899999999998,2,0.22741599999999998,0.326504,0.28826199999999996,0.157818,1.0
molid1923,CNC(=O)C(=NOC)c1ccccc1COc1cc(C)ccc1C,3.0,0.10460134,0.28819233,0.34905005,0.2581563,2,0.018417799999999998,0.313571,0.560702,0.10730899999999999,2,0.0879722,0.335673,0.355461,0.22089299999999998,2.0
molid1950,FC(F)(F)C(Cl)Br,3.0,0.35569465,0.33080149999999997,0.21077831,0.10272557,0,0.00528985,0.0861144,0.169676,0.73892,3,0.259151,0.363516,0.258341,0.118992,1.0
molid1951,CP(=O)(O)F,1.0,0.42425254,0.25068545,0.18670997,0.13835204,0,0.988743,0.00920573,0.00129626,0.0007551360000000001,0,0.386894,0.255887,0.213704,0.143514,0.0
molid1957,CCCc1nc2ccnn2c(NCCN2CCCC2)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1.0,0.038872197000000004,0.76601374,0.18746373,0.007650354,1,0.0385084,0.59859,0.32764899999999997,0.0352525,1,0.185335,0.392418,0.273388,0.148859,1.0
molid1967,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,2.0,0.3358395,0.42609617,0.18912184,0.048942442999999995,1,0.497115,0.284502,0.192966,0.025416400000000002,0,,,,,
molid2014,CCCc1ccc(OCC(=O)N2CCN(C(=O)COc3ccc(CCC)cc3OC)CC2)c(OC)c1,2.0,0.029478293,0.25022432,0.41833580000000004,0.3019616,2,0.00781757,0.0527049,0.351995,0.587483,3,0.0334546,0.28413099999999997,0.424421,0.257994,2.0
molid2021,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,3.0,0.6668529000000001,0.20454615,0.08773697,0.040863972,0,0.07377819999999999,0.390778,0.344031,0.191413,1,0.19411199999999998,0.301686,0.314697,0.189504,2.0
molid2028,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCN4CCSCC4)ccc3N(C)C12,0.0,0.40028800000000003,0.3653053,0.17558259,0.05882415,0,0.126857,0.612427,0.238508,0.022208900000000004,1,0.401812,0.356085,0.160124,0.0819796,0.0
molid2030,CCCN(CCC)CCCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0.0,0.11066208,0.43858454,0.33506787,0.11568545,1,0.0213258,0.378652,0.511392,0.0886306,2,0.0880842,0.208441,0.339435,0.36404000000000003,3.0
molid2050,CCCCC(CC)COCCO,2.0,0.044450357999999995,0.14888728,0.3228364,0.48382595,3,0.029497500000000003,0.0511636,0.22155,0.697789,3,0.0765183,0.15698800000000002,0.323187,0.44330600000000003,3.0
molid2063,CCCOCC(C)O,2.0,0.048497487,0.15872952,0.32769436,0.46507862,3,0.102467,0.0475846,0.185754,0.664195,3,0.103931,0.187712,0.327209,0.38114699999999996,3.0
molid2070,NCCCCC(CN)CCCN,2.0,0.10841795,0.31318559999999995,0.34789273,0.23050366,2,0.023865900000000002,0.518159,0.41721899999999995,0.04075669999999999,1,0.080024,0.17870999999999998,0.330419,0.410847,3.0
molid2077,Cc1ccc(S(=O)(=O)NN)cc1,1.0,0.04745942400000001,0.26157528,0.3958935,0.29507178,2,0.06879060000000001,0.174294,0.42570399999999997,0.331212,2,0.106869,0.32608200000000004,0.388327,0.178723,2.0
molid2087,Cc1[nH]ncc1Cl,1.0,0.116922125,0.35412645,0.34586999999999996,0.18308152,1,0.029126099999999995,0.420404,0.46306,0.0874107,2,0.11199200000000001,0.46442,0.355071,0.06851669999999999,1.0
molid2088,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,1.0,0.24794094,0.21849973,0.25482076,0.2787386,3,0.308787,0.399789,0.211166,0.0802582,1,0.285994,0.295398,0.260552,0.158056,1.0
molid2101,CCC(C)(C)c1ccc(Cl)c(OC(=O)NC)c1,1.0,0.3696534,0.36460003,0.19506933,0.07067729,0,0.29743600000000003,0.407456,0.23310999999999998,0.061997500000000004,1,0.13743699999999998,0.343895,0.35939299999999996,0.159275,2.0
molid2107,CCCCc1c(OC(=O)c2ccccc2)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.0,0.032175592999999995,0.13786659,0.32580972,0.5041481,3,0.00238069,0.0997016,0.441518,0.4564,3,0.192377,0.371759,0.28279499999999996,0.15307,1.0
molid2117,O=[N+]([O-])c1nccs1,1.0,0.2534618,0.41243630000000003,0.24618815,0.087913774,1,0.0331744,0.46408,0.39214099999999996,0.110604,1,0.48848800000000003,0.280522,0.150775,0.0802147,0.0
molid2135,CC(C)(C)c1ccc2oc(-c3ccc(C=Cc4ccc(-c5ccccc5)cc4)cc3)nc2c1,3.0,0.063697636,0.20639692,0.34424418,0.38566127,3,0.0687038,0.182278,0.385929,0.363089,2,0.025714299999999995,0.218244,0.327326,0.42871499999999996,3.0
molid2137,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,2.0,0.275405,0.44856453,0.21831249,0.05771797,1,0.149546,0.542403,0.279929,0.0281228,1,0.18244200000000002,0.347437,0.324278,0.145843,1.0
molid2150,CC(CC=O)c1ccccc1,2.0,0.013253496000000002,0.23139411,0.4590892,0.2962632,2,0.00748177,0.19732,0.494001,0.301197,2,0.126052,0.343541,0.37643699999999997,0.153971,2.0
molid2154,Cc1ccc(N2C(=O)C=CC2=O)cc1,2.0,0.07864774,0.22492883,0.34965795,0.34676552,2,0.00247484,0.0744643,0.320343,0.6027170000000001,3,0.12735,0.347283,0.366222,0.159146,2.0
molid2168,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C,2.0,0.15304884,0.46082997,0.2963603,0.08976089999999999,1,0.212517,0.429475,0.32882,0.029187,1,0.151687,0.38338099999999997,0.328876,0.13605599999999998,1.0
molid2183,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,0.0,0.7202217,0.18578358,0.06730784,0.026686886,0,0.945083,0.033997900000000005,0.0159776,0.0049415,0,0.126842,0.13911700000000002,0.294779,0.439262,3.0
molid2185,O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,3.0,5.3e-08,3.69e-05,0.009123843000000001,0.9908392,3,0.014567400000000001,0.036215199999999996,0.14821700000000002,0.8009999999999999,3,0.0708923,0.0602139,0.163874,0.70502,3.0
molid2229,CCCCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)nc2nc[nH]n12,1.0,0.06489574,0.7322101,0.19186315,0.011030934,1,0.106582,0.5785710000000001,0.279674,0.0351735,1,0.187353,0.363587,0.273235,0.175824,1.0
molid2239,CCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)nc2nc[nH]n12,1.0,0.07419222,0.71266145,0.19978514,0.013361211000000001,1,0.130879,0.577168,0.26152,0.030432599999999997,1,0.193597,0.348605,0.26734600000000003,0.190452,1.0
molid2247,Nc1nc2cc(F)ccc2o1,2.0,0.020616578,0.27362582,0.45086372,0.25489393,2,0.029195599999999995,0.31846599999999997,0.46269799999999994,0.18964,2,0.20517399999999997,0.33868400000000004,0.318733,0.137409,1.0
